                       Compras - Últimas Movimentações                 04/01/25 
                   ANALÍTICO - Período: 03/01/25 à 03/01/25                     
                   ANALÍTICO - Período: 03/01/25 à 03/01/25                     
E/S| |Tp.NF| |  Nro Nota| | Agenda| |Data    | |   Produto| |Descrição Produto             | |   Forn.| |Sec/Grp/SGrp| |        Qtde| |Emb       | |     Custo Un| |    Custo Tot| |Vencimento| |Filial   | |Orig/Dest| |Descrição                     
S  | |V    | |     63337| |     33| |03/01/25| | 3363649-4| |LIMPADOR Q BOA M.USO ANTIBAC 5| | 7022042| |021/009/001 | |           2| |FR/00001  | |         4,75| |         9,50| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3363697-4| |LAVA ROUPA LIQ ALA 5em1 CUID C| |  107077| |021/015/002 | |           4| |UN/00001  | |         6,50| |        26,00| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3363744-0| |AGUA OXIG ALYNE CREM VOL 40 10| |  234826| |025/007/004 | |          17| |UN/00001  | |         1,69| |        28,73| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3363751-2| |AGUA OXIG ALYNE CREM VOL 30 10| |  234826| |025/007/002 | |           3| |UN/00001  | |         1,69| |         5,07| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3363752-0| |BATATA LISA KARI KARI ORIGINAL| | 7045441| |005/002/001 | |           2| |UN/00001  | |         4,70| |         9,40| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3363757-1| |BATATA FRITA KARITOS OND TOQ.S| | 7045441| |005/002/001 | |           1| |UN/00001  | |         2,90| |         2,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3363774-1| |KIT CALCINHA 3 PCS TRIFIL -18/| | 1061950| |274/001/006 | |           1| |UN/00001  | |        44,90| |        44,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3363799-7| |KIT CALCINHA 3 PCS TRIFIL -32/| | 1061950| |274/001/006 | |           1| |UN/00001  | |        44,90| |        44,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3363879-9| |KIT GRUPY KIDS ADEUS FRIZZ SH | |  254215| |071/024/005 | |           1| |UN/00001  | |        28,19| |        28,19| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3363897-7| |BISC AFA CHOCOLATE 330G       | | 7045409| |004/010/002 | |           1| |PC/00001  | |         6,13| |         6,13| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3363903-5| |BISC NORA SECO 400G           | | 7045409| |004/010/002 | |           1| |PC/00001  | |         7,18| |         7,18| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3363907-8| |BISC NORA DOCE 400G           | | 7045409| |004/010/002 | |           1| |PC/00001  | |         7,18| |         7,18| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3363914-0| |BISC PAJUCARA DOCE 300G       | | 7045409| |004/010/002 | |           1| |PC/00001  | |         5,39| |         5,39| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3363920-5| |SAPATILHA LIGHT GEL PTO 34/39 | | 7005539| |270/002/001 | |           1| |UN/00001  | |        49,90| |        49,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3364165-0| |BOLA FUT CAMPO SOCIETY MOD 1  | | 7010702| |225/016/001 | |           2| |UN/00001  | |        29,99| |        59,98| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3364281-8| |FARINHA LINHACA GERMINA MARROM| |  179760| |016/008/012 | |           2| |PC/00001  | |         4,80| |         9,60| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3364492-6| |VINHO NOVECENTO MALBEC 750ml  | |  152323| |020/020/003 | |           6| |GF/00001  | |        20,60| |       123,60| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3364511-6| |SAB LIQ MONANGE DETOX REFIL 20| |  212768| |023/008/006 | |           1| |UN/00001  | |         6,30| |         6,30| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3364542-6| |PRATO RASO TRAMONTINA LC HO 25| | 7061129| |053/001/002 | |           1| |UN/00001  | |        10,10| |        10,10| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3364562-0| |BISC NESTLE RECH CHOCO TRIO AM| | 1004239| |004/004/001 | |           4| |UN/00001  | |         9,45| |        37,80| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3364565-5| |BISC NESTLE RECH CHOCO TRIO AO| | 1004239| |004/004/001 | |           3| |UN/00001  | |         9,45| |        28,35| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3364567-1| |BISC NESTLE COOKIES RECH MILK | | 1004239| |004/012/003 | |           1| |UN/00001  | |         6,80| |         6,80| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3364570-1| |BISC NESTLE COOKIES RECH DUPLO| | 1004239| |004/012/003 | |           1| |UN/00001  | |         6,80| |         6,80| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3364637-6| |FORRO SILICONE P/AIRFRYER GREY| |  150576| |244/001/099 | |           1| |UN/00001  | |         9,90| |         9,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3364792-5| |LEITE LIQ PIRACANJUBA DESNATAD| | 1100831| |016/021/001 | |           1| |CT/00001  | |         8,99| |         8,99| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3364906-5| |AMPOLA SKAFE ACIDO HIALURON P/| |  245780| |025/004/007 | |           1| |FR/00001  | |         2,37| |         2,37| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3365022-5| |ESPONJA ACO ASSOLAN 45G 10% DE| | 1090020| |021/006/001 | |           4| |PC/00001  | |         1,65| |         6,60| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3365064-0| |LAPISEIRA F.CASTELL C.PENCIL P| | 1007955| |052/002/002 | |           1| |UN/00001  | |         8,85| |         8,85| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3365104-3| |LAPIS COR F.CASTELL MULTICOLOR| | 1007955| |052/002/004 | |           4| |UN/00001  | |         9,44| |        37,76| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3365273-2| |MORTADELA SADIA DEFUM ADA FAT | |  116408| |030/007/004 | |           3| |UN/00001  | |         6,80| |        20,40| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3365274-0| |PRESUNTO SADIA COZIDO FAT 180G| |  116408| |030/009/006 | |           1| |UN/00001  | |         6,29| |         6,29| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3365315-1| |CAFE SOLUVEL PILAO GRANULADO T| | 1017721| |013/009/001 | |           3| |PC/00001  | |         8,20| |        24,60| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3365329-1| |CAFE SOLUVEL LOR CLASSIQUE POU| | 1017721| |013/009/002 | |           8| |UN/00001  | |        12,69| |       101,52| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3365335-6| |CAFE SOLUVEL LOR INTENSE POUCH| | 1017721| |013/009/002 | |           4| |UN/00001  | |        12,69| |        50,76| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3365442-5| |CREME CHANTILLY FLEISCHMANN FI| | 1011006| |006/009/001 | |           1| |UN/00001  | |        17,30| |        17,30| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3365458-1| |ESC DENT KESS PRO EXTRA MACIA | | 1017497| |023/006/001 | |           2| |UN/00001  | |        18,80| |        37,60| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3365462-0| |ESC DENT KESS EXTREME CLEAR MA| | 1017497| |023/006/001 | |           1| |UN/00001  | |        15,60| |        15,60| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3365464-6| |ESCOVA CAB RICCA MASSAGEADORA | | 1017497| |025/006/001 | |           1| |UN/00001  | |        25,60| |        25,60| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3365486-7| |LAVA ROUPA LIQ OMO ULTRA POWER| |  145866| |021/015/004 | |           2| |GF/00001  | |        27,90| |        55,80| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3365488-3| |LAVA ROUPA PO OMO BCO ABSOL CX| |  145866| |021/007/002 | |           5| |UN/00001  | |        17,35| |        86,75| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3365489-1| |LAVA ROUPA PO OMO BCO ABSOL CX| |  145866| |021/007/001 | |           5| |UN/00001  | |         9,35| |        46,75| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3365491-3| |SEMENTE CHIA GERMINA 100G     | |  179760| |016/008/007 | |           9| |UN/00001  | |         6,49| |        58,41| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3365602-9| |PO COMPACTO ULTRAFINO D4 CLARO| |  251674| |297/017/002 | |           2| |UN/00001  | |        22,90| |        45,80| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3365620-7| |LUSTRA MOVEIS PEROBA LAVANDA L| | 1027026| |026/005/001 | |           2| |UN/00001  | |         5,69| |        11,38| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3365628-2| |LUSTRA MOVEIS PEROBA F.CAMPO L| | 1027026| |026/005/001 | |           1| |UN/00001  | |         5,69| |         5,69| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3365708-4| |ALCOOL SOL 46,2 NEUTRO 1L     | |  138193| |026/001/001 | |           7| |UN/00001  | |         6,65| |        46,55| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
                       Compras - Últimas Movimentações                 04/01/25 
                   ANALÍTICO - Período: 03/01/25 à 03/01/25                     
                   ANALÍTICO - Período: 03/01/25 à 03/01/25                     
E/S| |Tp.NF| |  Nro Nota| | Agenda| |Data    | |   Produto| |Descrição Produto             | |   Forn.| |Sec/Grp/SGrp| |        Qtde| |Emb       | |     Custo Un| |    Custo Tot| |Vencimento| |Filial   | |Orig/Dest| |Descrição                     

S  | |V    | |     63337| |     33| |03/01/25| | 3365746-7| |MOLHO TOMATE POMAROLA PASSATA | |  144258| |015/007/010 | |           1| |UN/00001  | |         5,84| |         5,84| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3365749-1| |EXTRATO TOMATE ELEFANTE SO TOM| |  144258| |015/004/001 | |           1| |UN/00001  | |         7,90| |         7,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3365760-2| |EXTRATO TOMATE ELEFANTE T/P 27| |  144258| |015/004/001 | |           1| |UN/00001  | |         5,98| |         5,98| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3365768-8| |EXTRATO TOMATE ELEFANTE T/P 13| |  144258| |015/004/001 | |           3| |UN/00001  | |         3,96| |        11,88| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3365775-0| |TOMATE PELADO SACCIALI 400g   | | 7017235| |015/017/001 | |           7| |PC/00001  | |         7,65| |        53,55| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3365786-6| |MOLHO TOMATE SACCIALI ARRABIAT| | 7017235| |015/007/012 | |           2| |UN/00001  | |         2,65| |         5,30| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3365787-4| |MOLHO TOMATE SACCIALI TRAD SAC| | 7017235| |015/007/011 | |           1| |UN/00001  | |         2,48| |         2,48| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3365890-0| |FIXADOR MAQUIAGEM 150ML       | |  263141| |297/017/006 | |           1| |UN/00001  | |        26,90| |        26,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3365986-9| |PIRULITO DIPLOKO CATAVENTO FRU| |  244139| |012/007/001 | |           1| |UN/00001  | |         4,50| |         4,50| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3365997-4| |CONF PISTOLA DAGUA CANDY      | |  244139| |012/002/001 | |           2| |UN/00001  | |        16,70| |        33,40| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366016-6| |BOMB DIPLOKO OVO SURPRISE PETM| |  244139| |012/001/003 | |           5| |UN/00001  | |         8,85| |        44,25| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366017-4| |BOMB MALLOWDREAM MONST T.FRUTT| |  244139| |012/001/003 | |           1| |UN/00001  | |         4,19| |         4,19| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366018-2| |SACOLA LAM C/ZIPER CROMUS     | |  207578| |233/018/002 | |           1| |UN/00001  | |        13,90| |        13,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366029-8| |GOMA MASCAR PAPERMINT Z/ACUC M| |  244139| |012/008/001 | |           1| |UN/00001  | |         3,35| |         3,35| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366100-6| |CANECA NADIR TORONTO 300ml    | | 1013041| |053/007/001 | |           1| |UN/00001  | |         9,35| |         9,35| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366109-0| |TIGELA NADIR SOB NATURE C/TPA | | 1013041| |053/007/002 | |           6| |UN/00001  | |         5,50| |        33,00| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366213-4| |FILE PESCADA GO GUAJARA S/PELE| | 7046367| |034/003/004 | |          10| |PC/00001  | |        22,58| |       225,80| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366224-0| |PESCADA GO GUAJARA EVISC CHARU| | 7046367| |034/003/004 | |           1| |PC/00001  | |         8,35| |         8,35| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366325-4| |VELA ILUMINI 7D 7N BCA 300G   | | 7046448| |028/002/004 | |           1| |UN/00001  | |        10,99| |        10,99| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366329-7| |VELA ILUMINI 7D 7N VERMELHA 30| | 7046448| |028/002/004 | |           1| |UN/00001  | |        10,99| |        10,99| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366331-9| |ESCOVA ESCOBEL RAQUETE DESEMB | |  233692| |025/006/001 | |           3| |UN/00001  | |        12,65| |        37,95| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366336-0| |VELA ILUMINI 7D 7N ANJO GUARDA| | 7046448| |028/002/004 | |           1| |UN/00001  | |        12,00| |        12,00| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366342-4| |VELA ILUMINI 21D AMARELA      | | 7046448| |028/002/004 | |           1| |UN/00001  | |        46,55| |        46,55| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366353-0| |QUEIJO POLENGUINHO FRESCO 68G | | 1027557| |033/014/001 | |           2| |UN/00001  | |         6,85| |        13,70| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366376-9| |UVA BLACK DELICIA KIDS S/SEMEN| | 7046456| |031/001/002 | |          33| |CT/00001  | |         7,18| |       236,94| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366385-8| |UVA ISIS DELICIA FRUTAS C/SEME| | 7046456| |031/001/002 | |           6| |UN/00001  | |        12,99| |        77,94| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366386-6| |UVA ITALIA DELICIA FRUTAS C/SE| | 7046456| |031/001/002 | |           8| |UN/00001  | |        13,48| |       107,84| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366477-3| |PO DESCOLORANTE YAMA AMETISTA | | 7026374| |296/006/002 | |           1| |UN/00001  | |         5,90| |         5,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366545-1| |BISC CERELICIA AMANT LEITE/CER| |  212750| |016/003/017 | |           1| |PC/00001  | |         3,18| |         3,18| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366559-1| |ESPATULA CURVA CAROL          | |  106500| |243/009/007 | |           1| |UN/00001  | |         9,90| |         9,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366563-0| |ESPATULA CURVA CAROL          | |  106500| |243/009/007 | |           1| |UN/00001  | |         9,90| |         9,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366596-6| |SUCO AMO UVA TTO INTEG 1,5L   | | 1042823| |002/005/004 | |           2| |GF/00001  | |        20,40| |        40,80| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366609-1| |IOG NESTLE GREGO TRAD C/CALDA | | 1093991| |033/007/005 | |           5| |UN/00001  | |         3,99| |        19,95| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366745-4| |FILEZINHO FGO SEARA MILANESA 4| |  186929| |036/010/001 | |           1| |UN/00001  | |        19,50| |        19,50| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366754-3| |DEO COL EUROESSENCE APOLO ESSE| | 7064454| |027/003/001 | |           1| |FR/00001  | |        43,40| |        43,40| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366764-0| |ISCA FGO SEARA TRAD 300g      | |  186929| |036/010/001 | |           4| |UN/00001  | |        13,20| |        52,80| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366767-5| |DEO COL LAMOUR INTENSE 200ml  | | 7064454| |027/003/001 | |           1| |FR/00001  | |        22,80| |        22,80| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366787-0| |REMOVEDOR ESMALTE ZULU FASHION| | 1098772| |027/008/001 | |           5| |UN/00001  | |         3,59| |        17,95| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366792-6| |REMOVEDOR ESMALTE ZULU ERVA DO| | 1098772| |027/008/001 | |           8| |UN/00001  | |         3,59| |        28,72| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366794-2| |REMOVEDOR ESMALTE ZULU SEDUCTI| | 1098772| |027/008/001 | |           4| |UN/00001  | |         3,59| |        14,36| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3366869-8| |GIN BEEFEATER PINK 700ml      | | 1000381| |020/015/001 | |           1| |GF/00001  | |       113,50| |       113,50| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3367005-6| |SABONETEIRA NITRON C/TAMP VERM| |  269921| |055/001/001 | |           1| |UN/00001  | |         2,99| |         2,99| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3367019-6| |POTE NITRON ARROZ ACOPLADO C/R| |  269921| |055/002/003 | |           1| |UN/00001  | |        11,43| |        11,43| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3367088-9| |DUCHA FRANMIG COMP 4 BCA      | | 7046987| |082/002/002 | |           2| |UN/00001  | |        11,40| |        22,80| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3367100-1| |PA HIG FURACAOPET GATO        | | 7047045| |017/020/001 | |           1| |UN/00001  | |         5,29| |         5,29| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3367207-5| |LANCA AGUA FAMPAR             | |  244139| |225/017/099 | |           1| |UN/00001  | |        19,99| |        19,99| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3367671-2| |APERITIVO CHEESY REQUEIJAO 45G| | 7047258| |005/012/001 | |           1| |PC/00001  | |         2,46| |         2,46| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
                       Compras - Últimas Movimentações                 04/01/25 
                   ANALÍTICO - Período: 03/01/25 à 03/01/25                     
                   ANALÍTICO - Período: 03/01/25 à 03/01/25                     
E/S| |Tp.NF| |  Nro Nota| | Agenda| |Data    | |   Produto| |Descrição Produto             | |   Forn.| |Sec/Grp/SGrp| |        Qtde| |Emb       | |     Custo Un| |    Custo Tot| |Vencimento| |Filial   | |Orig/Dest| |Descrição                     

S  | |V    | |     63337| |     33| |03/01/25| | 3367682-8| |APERITIVO CHEESY PARMESAO 40G | | 7047258| |005/012/001 | |           3| |PC/00001  | |         2,46| |         7,38| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3367684-4| |APERITIVO CHEESY SUICO 40G    | | 7047258| |005/012/001 | |           1| |PC/00001  | |         2,46| |         2,46| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3367691-7| |APERITIVO CHEESY CHEDDAR 40G  | | 7047258| |005/012/001 | |           1| |PC/00001  | |         2,46| |         2,46| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3367692-5| |APERITIVO CEBOLIX CEBOLA 80g  | | 7047258| |005/012/002 | |           2| |PC/00001  | |         3,84| |         7,68| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3367695-0| |APERITIVO CEBOLIX CEBOLA 40g  | | 7047258| |005/012/002 | |           2| |PC/00001  | |         2,46| |         4,92| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3368162-7| |CREME FACIAL BY ESSENCE COLAGE| | 7032099| |027/009/010 | |           1| |FR/00001  | |        25,60| |        25,60| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3368212-7| |CAFE PILAO ESPRESSO EXTREMO C/| | 1017721| |013/025/001 | |           3| |UN/00001  | |        19,85| |        59,55| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| | 3368488-0| |VINHO RENO CABERNET SAUV 750ML| |  258385| |020/020/002 | |           3| |GF/00001  | |        41,90| |       125,70| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
